"","subID","cultureEA","avatar_ori","prac1","prac1_rt_Page.Submit","raw1","raw1_rt_Page.Submit","raw2","raw2_rt_Page.Submit","raw3","seq3_rt_Page.Submit","raw4","raw4_rt_Page.Submit","raw5","raw5_rt_Page.Submit","raw6","raw6_rt_Page.Submit","raw7","raw7_rt_Page.Submit","raw8","raw8_rt_Page.Submit","raw9","raw9_rt_Page.Submit","raw10","raw10_rt_Page.Submit","raw11","raw11_rt_Page.Submit","raw12","raw12_rt_Page.Submit","raw13","raw13_rt_Page.Submit","raw14","raw14_rt_Page.Submit","raw15","raw15_rt_Page.Submit","raw16","raw16_rt_Page.Submit","raw17","raw17_rt_Page.Submit","raw18","raw18_rt_Page.Submit","raw19","raw19_rt_Page.Submit","raw20","raw20_rt_Page.Submit","raw21","raw21_rt_Page.Submit","raw22","raw22_rt_Page.Submit","raw23","raw23_rt_Page.Submit","raw24","raw24_rt_Page.Submit","raw25","raw25_rt_Page.Submit","raw26","raw26_rt_Page.Submit","raw27","raw27_rt_Page.Submit","raw28","raw28_rt_Page.Submit","raw29","raw29_rt_Page.Submit","raw30","raw30_rt_Page.Submit","raw31","raw31_rt_Page.Submit","raw32","raw32_rt_Page.Submit","raw33","raw33_rt_Page.Submit","raw34","raw34_rt_Page.Submit","raw35","raw35_rt_Page.Submit","raw36","raw36_rt_Page.Submit","vale1","arou1","trait1_Competent","trait1_Trustworthy","trait1_FinanciallyNeedy","trait1_Dominant","trait1_Selfish","trait1_Friendly","trait1_aGoodPerson","vale2","arou2","trait2_Competent","trait2_Trustworthy","trait2_FinanciallyNeedy","trait2_Dominant","trait2_Selfish","trait2_Friendly","trait2_aGoodPerson","vale3","arou3","trait3_Competent","trait3_Trustworthy","trait3_FinanciallyNeedy","trait3_Dominant","trait3_Selfish","trait3_Friendly","trait3_aGoodPerson","vale4","arou4","trait4_Competent","trait4_Trustworthy","trait4_FinanciallyNeedy","trait4_Dominant","trait4_Selfish","trait4_Friendly","trait4_aGoodPerson","vale5","arou5","trait5_Competent","trait5_Trustworthy","trait5_FinanciallyNeedy","trait5_Dominant","trait5_Selfish","trait5_Friendly","trait5_aGoodPerson","vale6","arou6","trait6_Competent","trait6_Trustworthy","trait6_FinanciallyNeedy","trait6_Dominant","trait6_Selfish","trait6_Friendly","trait6_aGoodPerson","vale7","arou7","trait7_Competent","trait7_Trustworthy","trait7_FinanciallyNeedy","trait7_Dominant","trait7_Selfish","trait7_Friendly","trait7_aGoodPerson","vale8","arou8","trait8_Competent","trait8_Trustworthy","trait8_FinanciallyNeedy","trait8_Dominant","trait8_Selfish","trait8_Friendly","trait8_aGoodPerson","vale9","arou9","trait9_Competent","trait9_Trustworthy","trait9_FinanciallyNeedy","trait9_Dominant","trait9_Selfish","trait9_Friendly","trait9_aGoodPerson","vale10","arou10","trait10_Competent","trait10_Trustworthy","trait10_FinanciallyNeedy","trait10_Dominant","trait10_Selfish","trait10_Friendly","trait10_aGoodPerson","vale11","arou11","trait11_Competent","trait11_Trustworthy","trait11_FinanciallyNeedy","trait11_Dominant","trait11_Selfish","trait11_Friendly","trait11_aGoodPerson","vale12","arou12","trait12_Competent","trait12_Trustworthy","trait12_FinanciallyNeedy","trait12_Dominant","trait12_Selfish","trait12_Friendly","trait12_aGoodPerson","vale13","arou13","trait13_Competent","trait13_Trustworthy","trait13_FinanciallyNeedy","trait13_Dominant","trait13_Selfish","trait13_Friendly","trait13_aGoodPerson","vale14","arou14","trait14_Competent","trait14_Trustworthy","trait14_FinanciallyNeedy","trait14_Dominant","trait14_Selfish","trait14_Friendly","trait14_aGoodPerson","vale15","arou15","trait15_Competent","trait15_Trustworthy","trait15_FinanciallyNeedy","trait15_Dominant","trait15_Selfish","trait15_Friendly","trait15_aGoodPerson","vale16","arou16","trait16_Competent","trait16_Trustworthy","trait16_FinanciallyNeedy","trait16_Dominant","trait16_Selfish","trait16_Friendly","trait16_aGoodPerson","vale17","arou17","trait17_Competent","trait17_Trustworthy","trait17_FinanciallyNeedy","trait17_Dominant","trait17_Selfish","trait17_Friendly","trait17_aGoodPerson","vale18","arou18","trait18_Competent","trait18_Trustworthy","trait18_FinanciallyNeedy","trait18_Dominant","trait18_Selfish","trait18_Friendly","trait18_aGoodPerson","r1_1","r1_2","r1_3","r1_4","r1_5","r1_6","r1_7","r1_8","r1_9","r1_10","r2_1","r2_2","r2_3","r2_4","r2_5","r2_6","r2_7","r2_8","r2_9","r2_10","r3_1","r3_2","r3_3","r3_4","r3_5","r3_6","r3_7","r3_8","r3_9","r3_10","r4_1","r4_2","r4_3","r4_4","r4_5","r4_6","r4_7","r4_8","r4_9","i1_1","i1_2","i1_3","i1_4","i1_5","i1_6","i1_7","i1_8","i1_9","i1_10","i2_1","i2_2","i2_3","i2_4","i2_5","i2_6","i2_7","i2_8","i2_9","i2_10","i3_1","i3_2","i3_3","i3_4","i3_5","i3_6","i3_7","i3_8","i3_9","i3_10","i4_1","i4_2","i4_3","i4_4","i4_5","i4_6","i4_7","i4_8","i4_9","value_1","value_2","value_3","value_4","value_5","value_6","value_7","value_8","value_9","iri1","iri2","iri3","iri4","iri5","iri6","iri7","iri8","iri9","iri10","iri11","iri12","iri13","iri14","iri15","iri16","iri17","iri18","iri19","iri20","iri21","iri22","iri23","iri24","iri25","iri26","iri27","iri28","tipi_1","tipi_2","tipi_3","tipi_4","tipi_5","tipi_6","tipi_7","tipi_8","tipi_9","tipi_10","age","Q509","Q509_8_TEXT","gender","gender_3_TEXT","sexualpref","sexualpref_5_TEXT","born1","born1_txt","raise1","raise1_txt","born2","born2_txt","raise2","raise2_txt","ethni2","ethni2_txt","born3","born3_txt","raise3","raise3_txt","ethni3","ethni3_txt","born4","born4_txt","raise4","raise4_txt","born5","born5_txt","raise5","raise5_txt","born6","born6_txt","raise6","raise6_txt","born7","born7_txt","raise7","raise7_txt","econ1","econ2","econ2_6_TEXT","ladder1","ladder2","famises1","famises2","econinde","selfses1","selfses2","didbefore","didbefore_","order","famises2_numbered","selfses2_numbered","gender_nonfemale","sexualpref_nonhetero","ethn_nonmajority","exclude_age","exclude_sd"
"122","R_1MTdLQm6jC5CXs8",0,"3-b","NT$60","9.386",2,3.77,2,3.613,2,"2.342",2,3.623,3,6.198,3,3.062,3,1.964,3,2,3,2.571,3,2.61,3,3.484,3,2.928,3,2.174,3,5.145,3,4.037,3,6.539,3,8.943,3,1.794,3,1.758,3,8.008,3,2.864,3,1.963,3,3.084,3,1.63,3,1.69,3,2.076,3,2.044,3,1.4,3,1.341,3,5.401,3,16.191,3,5.823,3,9.773,3,16.727,3,6.537,3,9.426,3,1,5,3,4,5,5,3,1,4,1,4,4,5,3,3,4,4,4,1,4,3,4,4,4,4,3,5,1,5,5,4,4,4,5,5,4,1,4,4,4,5,5,3,3,4,1,4,4,4,4,4,4,5,3,1,4,3,3,4,5,3,2,4,1,4,4,4,4,4,4,4,3,1,4,3,3,5,5,2,2,3,1,4,3,4,5,5,3,3,4,1,3,3,4,3,3,4,3,NA,1,4,4,4,4,4,4,4,1,1,5,1,1,5,6,1,1,4,1,4,5,5,4,4,4,4,3,1,4,3,4,4,4,4,3,4,1,4,3,3,4,5,4,3,4,1,4,4,5,4,4,4,3,4,1,4,4,3,4,4,3,4,2,2,4,4,3,3,3,3,3,4,4,4,2,3,2,3,3,2,1,2,2,4,2,4,1,2,2,2,3,3,3,2,2,2,5,2,2,3,2,3,1,2,1,2,3,2,2,2,2,3,2,2,3,3,2,2,2,2,2,3,2,3,1,1,1,3,3,3,3,2,3,1,1,2,1,1,2,2,3,2,2,2,3,2,2,2,1,4,2,3,3,2,4,4,4,3,3,4,4,3,4,3,2,4,3,3,4,3,4,3,3,2,2,2,3,5,5,6,6,4,5,3,4,3,4,22,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Male","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",4,5,"Middleincome","NT$600,001 -
NT$900,000","No","Lowerincome","少於
NT$300,000","No","","1",3,1,1,0,0,0,0
"123","R_3s02b5hHZ4bpsvS",0,"1-c","NT$60","9.248",2,4.277,1,4.236,1,"4.649",1,5.306,3,4.214,2,4.72,1,4.493,3,6.92,2,4.555,1,5.738,1,4.817,0,4.424,0,5.377,1,4.77,2,3.942,1,4.333,2,5.109,1,4.919,1,4.255,1,4.242,2,4.093,1,5.26,3,5.114,2,4.282,1,4.781,1,4.449,1,5.05,3,5.415,2,4.624,2,5.681,3,6.394,3,6.483,2,5.486,3,6.081,2,6.351,1,7.234,5,4,5,5,4,4,3,5,5,5,4,5,5,5,4,3,5,5,4,2,2,3,3,2,4,3,3,5,5,5,6,4,5,3,5,6,5,4,5,5,4,4,3,5,5,5,3,3,5,6,3,3,5,5,4,2,2,3,3,3,3,3,3,5,4,6,5,1,5,3,5,5,4,4,4,5,3,2,2,4,4,4,4,3,4,3,2,3,4,4,3,1,3,3,3,3,3,2,2,NA,2,3,4,3,3,3,3,3,4,4,5,5,3,3,3,4,4,4,4,5,5,3,3,3,4,4,4,1,4,4,3,3,3,3,3,4,4,4,5,3,3,3,4,4,3,1,3,3,4,3,4,3,3,3,1,3,3,3,2,3,3,3,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,1,2,2,4,4,4,2,1,1,2,1,2,3,2,3,1,1,1,2,5,3,2,3,1,1,1,2,1,3,1,1,1,2,1,5,2,2,1,2,1,5,5,4,3,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,0,4,3,5,4,4,3,4,3,2,4,3,3,3,3,3,2,3,3,4,4,4,3,4,2,2,4,2,2,3,4,5,5,6,6,4,3,6,4,21,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Other (please specify)","無性戀","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",4,7,"Lowerincome","少於
NT$300,000","No","Lowerincome","少於
NT$300,000","No","","4",1,1,0,1,0,0,0
"124","R_RkpD04IqCTAltMl",0,"4-b","NT$90","10.212",2,10.681,1,6.639,1,"3.827",1,4.371,1,3.745,1,4.101,1,3.158,1,2.743,1,4.077,1,4.376,1,5.181,1,3.58,1,2.701,1,2.973,1,2.441,1,3.194,1,3.748,1,2.981,1,2.492,1,2.766,1,2.933,1,2.584,1,2.333,1,2.831,1,2.597,1,3.701,1,4.262,1,3.114,1,2.793,1,2.533,1,3.223,1,3.552,1,2.78,1,2.812,1,3.436,1,4.146,3,1,3,3,5,5,5,6,4,3,2,2,5,3,1,2,3,4,5,3,5,5,2,4,3,5,5,3,1,2,2,2,6,5,6,2,3,2,4,4,4,4,4,5,5,4,2,4,5,3,3,4,5,5,4,2,5,5,4,6,5,5,5,4,3,4,5,4,2,3,4,5,4,2,4,5,3,3,3,5,5,3,2,2,4,4,4,5,6,5,5,4,5,6,3,4,3,4,6,NA,3,5,5,3,4,3,5,5,4,2,3,3,3,5,5,5,4,3,2,3,3,5,2,3,3,3,3,2,4,3,4,3,4,4,4,2,2,3,2,5,6,6,5,2,4,2,5,5,4,3,3,3,5,5,3,5,5,3,6,5,5,5,2,2,4,3,2,2,2,2,2,4,3,4,2,3,2,4,3,3,2,3,2,4,4,4,2,3,2,2,3,2,3,2,4,4,4,4,4,4,4,3,2,2,2,4,4,2,2,2,2,4,2,2,2,2,1,1,2,2,1,2,1,4,2,2,1,2,3,4,4,3,2,2,1,3,2,1,2,1,3,4,3,2,2,3,3,1,1,4,4,1,4,4,5,2,5,3,2,4,1,4,3,2,4,2,3,4,4,4,4,2,1,1,3,1,4,4,5,5,7,5,4,4,7,3,1,19,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Bisexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",7,5,"Upper-Middleincome","NT$1,500,001 -
NT$2,250,000","No","Middleincome","少於
NT$300,000","No","","1",6,1,0,1,0,0,0
"125","R_2OOqSTQl24o3jY7",0,"4-a","NT$0","8.431",0,5.108,0,6.286,0,"4.235",0,11.012,0,3.535,0,4.007,0,5.261,0,3.395,0,3.106,0,5.67,0,3.318,0,3.981,0,5.801,0,3.168,0,2.619,0,3.429,0,7.078,0,8.366,0,2.614,0,3.324,0,2.151,0,3.421,0,2.837,0,3.362,0,3.611,0,1.953,0,2.403,0,2.808,0,2.579,0,2.436,0,2.895,0,2.758,0,5.795,0,3.341,0,3.4,0,3.338,5,5,4,5,3,4,3,5,5,5,5,5,5,4,4,4,5,4,4,4,3,3,4,4,4,3,3,5,5,5,5,3,4,3,5,5,3,4,5,4,3,4,4,3,3,5,5,5,4,4,4,4,4,4,3,4,4,4,4,4,3,5,5,5,5,4,4,3,4,3,4,4,5,5,4,4,4,4,3,5,5,5,5,5,5,3,4,3,5,5,4,4,5,5,4,4,4,5,5,5,5,5,5,3,4,3,5,5,5,5,5,3,3,4,4,3,3,5,5,5,4,3,4,5,4,4,5,5,5,5,3,4,4,5,5,5,5,5,5,3,4,4,5,6,3,3,4,3,5,5,5,3,3,5,4,4,4,3,3,3,5,5,2,2,2,3,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,2,2,1,1,2,1,1,2,1,4,1,1,1,2,3,3,2,3,1,2,1,3,1,3,1,1,1,2,1,4,1,3,1,3,1,3,3,3,2,1,3,1,1,1,1,1,1,1,2,3,3,3,3,3,2,2,2,2,2,2,3,3,3,2,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,3,2,3,3,2,3,4,1,5,4,5,5,5,3,4,3,21,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Male","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","Have taken some classes in Economics","",6,6,"Middleincome","NT$600,001 -
NT$900,000","No","Lowerincome","少於
NT$300,000","No","","1",3,1,1,0,0,0,1
"126","R_2ztHEUpgB99n7uN",0,"1-c","NT$60","83.447",2,2.955,1,9.09,1,"5.197",1,2.708,3,8.701,1,2.961,1,5.25,3,13.911,1,4.078,1,6.651,2,2.6,1,6.595,0,3.99,1,8.94,2,3.572,1,5.138,2,3.801,2,3.496,1,3.434,1,4.429,1,5.876,3,4.369,2,3.353,2,3.288,1,4.018,2,5.675,1,5.18,2,6.521,1,3.687,2,7.725,1,5.901,1,6.095,1,8.093,2,8.757,3,42.489,2,11.628,5,5,5,4,2,6,2,6,6,3,3,4,6,5,2,2,6,6,5,6,5,4,1,6,4,6,5,3,4,5,4,2,6,4,5,5,3,3,4,4,4,3,4,3,4,3,2,4,2,4,5,4,4,4,4,3,4,5,2,4,4,5,5,3,4,5,4,3,5,5,2,4,3,5,5,4,5,5,4,5,5,4,4,5,6,4,5,4,5,5,4,2,5,5,3,6,5,3,4,3,4,5,4,2,6,5,5,4,5,4,5,6,4,4,4,5,5,3,3,4,4,5,3,4,3,4,3,6,5,4,2,5,4,5,5,5,5,5,5,2,4,4,5,5,3,3,5,4,4,4,4,3,4,4,5,4,4,5,4,4,5,4,3,2,2,3,4,3,3,1,3,3,2,2,2,3,3,3,2,2,2,1,3,2,2,2,2,1,3,3,4,3,2,3,2,2,2,2,2,4,2,3,2,2,2,3,4,2,2,2,2,2,2,2,2,4,2,2,2,2,1,4,2,2,2,2,1,4,4,4,4,2,3,2,2,2,2,1,2,2,3,3,2,2,4,2,2,1,1,5,3,3,4,4,5,3,2,4,4,4,1,4,3,2,2,4,3,2,4,4,4,3,3,3,5,2,3,3,2,5,6,5,6,6,3,6,6,20,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",7,6,"I don'tknow","NT$2,250,001 -
NT$3,000,000","No","I don'tknow","少於
NT$300,000","No","","2",6,1,0,0,0,0,0
"127","R_2SwTMzsgDe0DGGL",0,"4-b","NT$0","8.873",0,1.934,0,2.442,0,"2.897",1,3.858,0,2.814,2,2.619,1,2.335,0,2.631,0,2.349,0,2.101,0,2.221,0,2.355,0,2.165,0,2.156,1,1.838,0,2.6,1,2.267,1,2.142,0,2.493,1,2.301,1,2.699,1,2.917,1,4.422,2,2.59,1,1.97,2,2.468,0,2.977,0,6.211,1,3.422,2,2.294,1,2.459,1,3.101,0,2.869,1,3.365,1,2.761,0,7.742,4,1,5,4,4,4,5,3,3,4,1,3,3,3,6,5,4,3,5,4,3,4,3,3,3,5,5,4,3,6,5,2,6,5,5,5,3,2,4,3,3,5,5,4,3,3,1,3,3,3,5,3,4,4,5,4,4,4,2,5,4,5,5,4,4,4,3,4,4,4,4,4,3,1,3,3,3,3,5,3,3,3,1,3,3,3,3,3,3,3,5,3,4,3,2,5,5,3,3,NA,1,3,3,2,5,5,4,4,4,2,3,4,3,3,5,4,4,2,1,3,3,3,4,4,5,3,4,1,3,3,2,5,5,3,3,5,2,4,4,2,5,5,4,4,3,1,3,3,5,3,5,4,3,3,1,3,3,5,5,5,4,3,3,3,4,2,2,2,4,3,4,5,2,2,2,4,4,3,1,3,3,3,4,2,3,2,5,1,4,2,2,2,1,4,2,1,4,1,1,4,1,5,2,2,1,4,5,5,3,5,1,3,2,4,1,5,1,1,1,3,1,5,1,5,1,5,1,5,5,5,5,1,5,1,1,1,1,1,1,1,2,2,2,3,4,1,3,2,0,3,3,2,1,4,5,2,5,2,5,5,1,1,3,1,2,5,2,2,5,5,5,2,4,2,5,3,5,4,1,5,7,7,1,7,5,5,5,20,"其他（請註明）","正統臺灣人","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",7,4,"Middleincome","NT$900,001 - NT$1,200,000","No","I don'tknow","少於
NT$300,000","No","","4",4,1,0,0,1,0,0
"128","R_r0fa9k883eNO8YV",0,"1-a","NT$30","42.498",2,21.123,2,13.266,0,"8.062",2,12.78,4,12.309,2,5.446,1,10.124,5,6.876,2,11.139,5,7.509,6,5.73,1,10.976,0,16.611,1,15.759,0,10.29,4,9.096,2,10.673,1,8.587,5,4.501,3,5.982,0,8.902,1,9.493,1,5.178,2,12.055,1,6.108,5,5.117,0,17.2,1,8.712,3,5.095,3,5.561,0,11.317,2,15.297,2,5.589,2,10.238,1,8.868,1,10.182,5,2,3,2,2,4,4,4,3,5,1,5,5,2,6,4,3,3,3,1,4,3,4,3,4,4,3,5,3,4,4,3,3,3,5,5,3,1,3,3,5,5,5,2,3,5,3,6,6,1,5,2,5,6,3,2,4,2,4,5,4,4,3,3,1,2,3,5,5,5,2,3,5,4,4,5,2,3,3,5,5,5,2,4,3,3,4,4,4,3,3,1,3,3,3,5,5,2,4,5,2,4,4,3,4,4,4,4,5,2,3,4,2,2,3,5,5,3,1,4,3,3,6,5,3,3,5,3,5,4,3,2,2,4,4,6,2,4,3,3,5,4,4,4,3,1,4,4,3,4,4,3,3,5,2,5,5,3,3,3,4,4,3,1,2,2,4,3,3,2,3,2,3,2,3,3,4,2,4,2,2,1,4,2,4,2,4,1,3,4,4,4,2,3,2,1,2,2,2,2,2,4,1,2,1,4,4,4,2,3,1,2,1,3,1,5,1,2,1,2,1,4,1,4,1,3,1,5,5,5,5,1,3,1,1,2,2,1,1,1,1,3,1,2,3,0,1,1,0,3,2,2,4,3,4,3,3,2,4,2,1,3,4,2,3,3,4,4,2,3,3,3,4,2,3,2,2,5,3,4,5,6,5,4,3,5,4,18,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",6,7,"Upper-Middleincome","NT$1,200,001 -
NT$1,500,000","No","I don'tknow","少於
NT$300,000","No","","3",5,1,0,0,0,0,0
"129","R_3PT51jebD4ds2cY",0,"4-a","NT$150","10.648",2,4.834,6,3.303,4,"6.58",0,3.866,3,4.253,3,5.969,6,2.463,0,2.849,5,4.179,0,2.427,1,6.694,6,5.302,0,2.41,2,5.587,2,4.495,0,2.38,3,2.45,6,4.459,1,6.156,4,3.074,1,7.26,0,2.541,5,3.836,5,2.713,4,4.154,0,3.571,4,6.035,1,3.57,6,4.108,0,4.892,2,3.863,6,4.293,6,7.448,6,3.913,5,4.462,0,6.798,5,4,4,4,3,2,2,4,5,4,3,3,4,3,2,4,4,4,1,1,1,1,7,1,5,1,1,5,3,5,5,2,4,3,6,4,5,5,5,6,4,3,2,5,6,3,1,1,1,7,2,6,5,3,4,1,2,2,6,2,6,3,2,6,2,7,7,1,4,3,6,5,3,2,3,2,1,1,2,1,1,3,2,4,5,3,1,1,7,7,2,1,7,1,1,7,7,1,2,3,1,2,2,1,3,5,4,3,5,3,6,7,3,4,5,6,5,5,2,2,3,7,6,5,5,4,1,1,1,1,5,7,7,1,1,4,3,5,6,3,4,3,5,6,3,3,2,2,5,4,4,3,2,1,1,1,1,7,2,6,1,1,2,2,2,4,4,4,1,2,4,2,4,1,3,2,4,2,2,2,4,1,4,1,4,1,1,1,4,4,4,4,4,3,1,1,1,1,1,2,1,1,1,1,1,5,5,1,1,5,1,5,1,1,1,5,1,5,1,1,1,5,5,5,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,2,0,0,3,3,0,3,0,0,1,1,1,5,1,1,5,5,2,1,2,5,4,5,4,1,3,4,4,1,4,1,1,1,2,4,1,1,7,1,7,5,5,2,1,6,7,1,18,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",4,6,"Middleincome","NT$900,001 - NT$1,200,000","No","Lowerincome","少於
NT$300,000","No","","4",4,1,0,0,0,0,0
"130","R_1HoTXD530MNTgD8",0,"1-b","NT$0","8.159",0,5.253,1,4.373,0,"4.856",2,3.444,0,3.009,2,3.112,0,2.765,2,3.404,1,4.106,1,3.636,0,3.733,1,2.815,0,3.349,1,3.942,1,4.714,1,6.492,2,3.395,1,3.737,0,3.085,0,2.087,1,2.387,1,2.073,0,3.043,2,3.771,1,2.561,1,5.399,0,4.445,1,3.433,1,2.378,2,2.599,1,2.928,1,2.698,0,2.46,2,4.406,0,3.789,1,4.605,2,4,2,1,2,3,3,2,1,5,5,3,5,5,3,3,5,6,1,6,3,1,2,5,6,1,1,3,3,4,5,3,5,3,3,3,3,3,2,4,5,2,2,3,3,6,5,5,5,4,2,2,6,7,1,6,2,1,2,7,7,1,1,5,3,4,5,5,3,2,5,6,5,4,5,5,4,3,3,5,5,5,4,5,5,4,3,2,5,5,2,3,3,2,3,2,5,2,2,5,5,4,5,4,3,2,5,6,2,5,5,3,3,6,6,3,2,3,3,2,2,2,2,2,3,3,1,5,2,1,3,5,6,2,1,2,6,2,1,2,6,7,3,2,5,4,2,5,4,2,2,5,6,6,5,3,2,2,2,2,5,6,4,2,3,2,4,3,2,2,4,4,4,3,2,3,2,4,4,2,1,2,4,1,4,2,2,1,3,2,4,4,1,2,2,2,4,4,2,4,2,5,1,2,1,2,5,3,2,5,2,1,1,5,2,4,1,2,1,3,1,5,1,5,1,4,2,5,5,4,4,2,4,1,1,2,1,1,2,2,3,3,1,3,3,2,4,3,0,4,2,1,2,4,5,2,3,4,5,5,3,2,2,2,5,5,3,2,5,2,5,4,4,4,5,2,5,3,1,6,6,7,3,6,2,6,3,27,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",7,8,"Upper-Middleincome","NT$900,001 - NT$1,200,000","No","Lowerincome","少於
NT$300,000","No","","3",4,1,0,0,0,0,0
"131","R_1Cx5qV6UBFZkb4K",0,"1-c","NT$60","10.033",2,3.134,4,2.64,2,"2.838",1,3.153,0,1.993,4,2.671,1,2.754,0,3.058,3,3.055,0,2.937,0,2.9,3,2.635,0,2.468,1,3.217,2,2.573,1,3.855,3,2.573,3,3.014,0,3.152,1,4.385,1,2.933,4,3.534,3,3.212,2,3.993,4,3.699,2,3.981,0,3.212,3,3.801,3,3.883,2,4.143,2,4.366,1,2.76,2,4.924,3,3.861,0,5.691,1,7.189,5,4,4,5,4,3,3,4,5,4,4,4,4,4,4,3,4,4,6,5,5,5,3,4,2,5,5,5,4,5,5,3,5,3,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,3,3,3,5,5,5,4,5,5,2,4,3,5,5,4,4,5,5,2,5,3,4,4,6,5,4,5,3,2,2,6,6,4,4,4,4,4,4,4,4,4,5,4,6,5,2,3,3,5,5,5,5,5,6,2,3,3,6,6,4,4,4,4,2,2,2,4,4,4,4,5,5,2,3,3,4,4,5,5,5,5,2,4,4,5,5,4,4,4,4,2,2,2,4,4,4,4,4,4,2,2,2,4,4,5,5,4,5,2,3,3,5,5,4,2,2,3,3,3,3,2,3,3,2,2,3,2,3,2,2,1,3,1,3,2,4,2,2,1,3,2,4,4,2,3,1,1,2,1,1,2,1,3,1,2,2,4,4,4,2,4,2,3,2,3,1,3,1,1,1,3,1,4,1,5,1,1,1,5,5,5,5,1,5,1,1,1,1,1,1,1,4,4,4,4,4,1,2,1,0,3,5,1,1,5,4,2,5,5,3,5,1,4,1,1,4,3,1,3,5,5,5,5,1,5,5,2,5,5,1,5,1,6,3,7,2,7,2,19,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",4,4,"Lowerincome","NT$300,001 -
Nt$600,000","No","Lowerincome","少於
NT$300,000","No","","2",2,1,0,0,0,0,0
